RLBWXYH,class
[125 125  34  30  35   6   0   0],text
[182  74  46  38  22   8   3   0],text
[115  83  46  23  30   8   2   0],text
[159  82  42  32  24   6   4   0],text
[18  1  2  0  7  1  4  6],non-text
[146 113  70  34  16   7   2   1],text
[205  83  68  40  16  11   0   0],text
[164  87  65  29  15   8   3   0],text
[172 106  89  21  18   5   0   2],text
[108  30  12   9  30  13   3   0],non-text
[126  72  70  19  28   5   2   1],text
[191  71  67  21  19   8   3   1],text
[133 102  54  27  22   7   1   1],text
[98 78 51 14 16  7  4  1],text
[162 127  53  35  23   8   1   0],text
[249 109  37  41  22   9   0   0],text
[196 107  78  27  19   3   2   1],text
[ 0 20 44 71 44  0  0  0],text
[138  71  44  34  25   4   5   0],text
[142 101  51  31  28   3   2   1],text
[10 48 77 65 25  1  0  1],text
[113  75  47  24  18   6   6   0],text
[ 24 175 136  47  12   2   1   0],text
[95 45 20 14 27 14  4  0],text
[169 134  64  46  18   3   3   0],text
[106  96  41  16  38   5   3   0],text
[197  97  77  34  25   6   1   0],text
[204 114  80  35  19   4   3   0],text
[191 136 127  28  11   4   2   0],text
[118 145  30  22  31   6   3   0],text
[241 163  80  22  25   4   0   0],text
[ 94 104  64  25  29   7   2   0],text
[13 12 14 32 44  0  0  2],non-text
[322 170  60  20  20   6   1   0],text
[126  82  48  27  20  10   1   1],text
[155  78  57  17  23   8   2   1],text
[163 133  95  37  19   3   1   0],text
[177 150  48  36  14   7   2   1],text
[ 19 124 128  48  17   3   0   0],text
[135  72  30  38  21   6   4   1],text
[151  59  48  27  20   7   4   1],text
[161  79  57  28  21   5   4   0],text
[120  64  43  14  29   7   2   2],text
[154 104  56  37  29   5   0   0],text
[155 153  61  37  24   4   1   0],text
[117  58  27  26  25   6   3   1],text
[312  89  58  26   8  17   1   0],text
[167 125  78  36  12   6   3   0],text
[187  81  54  42  21   7   3   0],text
[190  72  52  31  17  12   3   0],text
[141 122  77  50  15   2   1   1],text
[19 70 43 24 44  0  0  1],text
[19  6 32 27 41  1  0  1],non-text
[114 100  61  34  23   8   0   1],text
[182  95  40  47  22   7   2   0],text
[199 106  73  25  23   6   1   0],text
[10 34  0  2 34  1  0  2],non-text
[ 7  7  7 46 67  0  0  0],non-text
[103  40  43  26  19   6   5   1],text
[153 136  85  40  18   3   2   0],text
[201  97  64  32  19   4   4   0],text
[145 110 110  26  20   9   1   0],text
[38 11  1  5  5  8  7  4],non-text
[173  77  51  27  31   5   1   1],text
[188  68  39  27  28  10   3   0],non-text
[143 119  45  34  19   9   2   0],text
[292 124  39  26  34   5   1   0],text
[64 25 24 16 21  3  7  1],non-text
[111  61  52  25  28   1   3   2],text
[100  51  25  20  28   5   5   1],text
[87 14 10 24 22 11  3  2],non-text
[202 182  83  29  14   6   1   0],text
[144  54  42  39  23   4   5   0],text
[91 65 29 34 16  1  1  4],non-text
[ 94 108  67  17  39   2   1   1],text
[134  65  47  26  28   3   6   0],text
[88 51 25 10 33  7  4  1],text
[329 156  49  47  20   3   0   0],text
[148  93  60  22  26   8   2   0],text
[ 86 111  62  20  29   7   2   0],text
[148  95  58  22  26  12   0   0],text
[35 14  4  4 14  4  7  4],non-text
[33 36  0  2 57  2  1  0],non-text
[201 164  88  32  16   5   1   0],text
[ 8 60 78 72 20  1  1  1],text
[53 43 16 22 35  0  2  4],non-text
[147 134  52  29  29   5   1   0],text
[30  3  5  5  3  3  9  5],non-text
[135  87  73  37  24   6   1   0],non-text
[137  86  79  23  23   5   4   0],text
[81 40 25 47 36  6  2  0],non-text
[192 111  75  36  16   3   4   0],text
[284 202  68  29  17   3   2   0],text
[97 74 60 30 18  5  4  1],text
[84 35 21 21 18  8  2  2],non-text
[187 128  55  32  24   4   0   1],text
[87 49 28 23 36  3  5  0],non-text
[ 8 36  5  7 38  0  1  2],non-text
[30  6 40  8 32  2  1  2],non-text
[197 107  85  30  21   5   2   0],text
[  6  60 111  83  11   1   0   1],text
[155 109  48  42  14   8   5   0],text
[118  57  31  25  22   7   4   1],text
[112 104  35  40  26   5   3   0],non-text
[143  93  50  36  22   6   2   1],text
[192  95  67  29  19   7   1   1],text
[169 112  50  26  21   8   0   1],text
[132  83  55  14  25   7   2   1],text
[371 221  43  21  17   8   0   0],text
[109  72  31  11  27   5   3   1],text
[94 95 44 27 30  2  1  2],text
[151 151  59  32  22   7   1   0],text
[414 114  83  25   8  12   1   0],text
[119  65  29  16  22  12   0   2],text
[190  95  65  33  24   7   2   0],text
[156  84  59  29  14   3   5   1],text
[197 104  59  37  21   1   3   1],text
[20  4 44  8 56  1  0  1],non-text
[86 44 33 13 23  9  4  1],text
[123  63  34  28  33   6   3   0],text
[197  99  70  39  15   9   1   0],text
[192  91  34  29  17  10   3   0],text
[158 181  61  41  14   6   2   0],text
[ 8 81 65 62 24  0  0  1],text
[232 153  86  30  20   3   2   0],text
[84 76 32 28 15  2  7  1],non-text
[ 0  1  0 52 48  1  1  1],non-text
[45  9  4  6 11  5  6  3],non-text
[221 130  78  31  15  12   0   0],text
[295 121  64  45  13  11   0   0],text
[ 9 13 47 77 38  1  0  0],text
[155 114  82  48  21   1   2   0],text
[290 112  67  51  12   8   1   0],text
[244 108  70  25  21  11   0   0],text
[192  93  64  30  21   5   3   1],text
[182 176  53  30  21   8   1   0],text
[172  87  61  29  21   5   4   0],text
[ 0  5  6 21 93  0  0  0],non-text
[164 173  71  20  25   3   2   0],text
[83 60 35 16 33  4  2  2],text
[86 72 21 27 24  5  2  2],text
[95 63 33 24 22  5  4  1],text
[268 102  62  27  18  15   0   0],text
[138  99  49  32  20   6   2   1],text
[260 154  55  53  11   3   3   0],text
[192 121  42  37  18   7   4   0],text
[136  32  30  42  37   4   1   1],non-text
[208 143  51  32  23   8   1   0],text
[64 24 16  6 14 10  4  3],non-text
[267 101  79  35  12  13   0   0],text
[152  92  52  19  24  11   1   0],text
[ 8 78 92 59 24  1  0  1],text
[167 116  55  32  23   3   5   0],text
[132  69  32  10  42   5   2   0],text
[56 26  9 15 16 10  4  3],non-text
[124  50  25  27  20  10   5   0],non-text
[ 38  81 107  70  23   2   0   0],text
[187 135  75  39  16   5   2   0],text
[229 180  83  36  17   2   2   0],text
[161 109  67  40  15   7   1   1],text
[259 126  82  25  20   9   0   0],text
[213 149  62  45   9   7   1   1],text
[151 147  50  41  18   4   4   0],text
[167 144  86  32  18   5   3   0],text
[160 103  39  33  21   5   4   0],text
[ 25 100  91  53  21   2   2   0],text
[150 122  86  30  22   6   1   0],text
[145 190  68  58  15   4   0   0],text
[160  96  52  42  17   6   4   0],text
[153 145  42  24  27   6   3   0],text
[143 107  47  32  26   4   4   0],text
[179 108  72  27  20   7   2   0],text
[144 130  46  38  25   8   0   0],text
[177  97  84  42  15   3   3   0],text
[183 120  77  27  21   4   3   0],text
[184  99  51  39  16  11   3   0],text
[60 57 36 11 24  8  1  2],text
[234 143  69  38  13   8   2   0],text
[164 102  69  34  22   3   3   0],text
[165  83  65  42  21   2   1   2],text
[139   0  16  42  71   0   0   0],non-text
[190  90  53  31  20   6   5   0],text
[198 142  68  34  19   4   2   1],text
[107  38  25  24  22  11   3   1],non-text
[89 49 31 24 36  4  1  1],non-text
[149 108  64  35  18   2   5   0],text
[208 136  61  43   6   6   3   0],text
[ 14 114  28  63  18   1   0   2],text
[217 127  78  23  19   5   2   0],text
[115  80  38  37  28   7   0   2],text
[79 64 84 29 18  4  1  2],text
[178 107  60  32  15   7   1   1],text
[ 27 179 110  33  22   1   1   0],text
[294  90  70  38  16  12   0   0],text
[130 148  68  30  15   2   6   0],text
[149  77  55  26  29   3   4   0],text
[191 119  52  41  14  10   3   0],text
[256 203  59  42  14   6   0   0],text
[79 46 14 22 23  3  5  1],non-text
[148 115  64  10  34   6   0   1],text
[161  97  57  48  14   6   1   1],text
[99 81 44 26 29  4  3  1],text
[10 41 62 43 42  0  0  1],text
[148  76  42  25  21   8   5   0],text
[205 131  55  37  15   6   4   0],text
[154 149  30  14  37   3   1   1],text
[173 108  70  27  21   2   3   1],text
[278 109  76  32  12  11   2   0],text
[183 112  53  31  19   6   3   0],text
[ 5 13  5 53 60  0  1  0],non-text
[117  98  48  36  19   8   2   1],text
[200 107  84  28  24   4   2   0],text
[206  97  65  31  17  12   1   0],text
[116  63  53  31  17   3   5   1],text
[ 19 105  83  54  28   1   1   0],text
[86 85 41 22 28  4  2  1],text
[271  90  70  37  20  11   0   0],text
[162 189  64  38  20   5   1   0],text
[106  60  38  15  33   5   1   1],text
[102  39  10  21  27  10   2   2],non-text
[134  70  31  28  19  10   2   1],text
[ 51 101  92  62  19   0   2   0],text
[86 67 35 16 25  5  4  1],non-text
[203 142  67  41  19   6   1   0],text
[171 174  69  36  15   3   5   0],text
[15 85 91 63 17  0  1  1],text
[150  91  65  31  19   4   1   2],text
[346 104  70  43  20   2   1   0],text
[165 147  35  23  27   7   3   0],text
[109  34  23  18  27  13   4   0],non-text
[155  78  55  22  28   9   1   1],text
[284 173  74  30  23   2   1   0],text
[152  80  53  31  21   7   2   1],text
[ 0  0 42 63 26  0  0  2],non-text
[162  80  42  19  32   4   3   1],text
[208 216  67  30   6   7   3   0],text
[60 15 13  7 19  8  2  5],non-text
[166 110  68  33  15   6   3   0],text
[  3  40 128  49  30   0   0   1],text
[148 115  61  27  23   7   1   1],text
[64 28 17 13 17  9  3  2],non-text
[204 207  68  33  12   2   4   0],text
[ 48 203  75  28  32   2   1   0],text
[128 148  48  37  23   5   2   0],text
[196 139  40  37  16   4   5   0],text
[190 176  76  69  11   3   0   0],non-text
[236 220  81  26   9   4   3   0],text
[132  87  41  45  19   6   5   0],text
[16  9  2  3 13  4  1  3],non-text
[184 143  64  28  27   4   1   0],text
[183 145  38  50  20   4   3   0],text
[101  60  20  24  33   7   3   1],non-text
[152  43  28  24  23  10   3   0],non-text
[146 125  62  37  22   4   4   0],text
[179  96  61  27  26   6   2   0],text
[142  97  45  22  24   9   1   1],text
[104 120  48  39  37   5   0   0],text
[170  49  42  42  34   5   1   0],non-text
[36 21 14  6 24  4  5  1],non-text
[134 142  28  11  21   6   4   1],text
[85 64 28 40 49  0  0  1],non-text
[133 121  61  41  22   6   1   0],text
[156 164  49  42  30   2   0   0],text
[236 132  99  25  19   4   2   0],text
[147  92  63  23  28   3   2   1],text
[332  91  49  42  21   4   2   0],text
[124 100  61  34  29   6   1   0],text
[126 110  50  26  32   5   1   1],text
[116  57  32  33  28   7   4   0],text
[219 108  67  22  27   3   1   2],text
[143 111  53  21  33   7   1   0],text
[79 36 61 26 48  0  1  0],non-text
[251 107  65  54  21   4   0   0],non-text
[101 124  51  24  20   3   5   1],text
[195 158  56  30  24   5   1   0],text
[107  67  35  12  31   9   1   1],text
[136  90  75  49  22   2   2   0],text
[215 160  55  38  20   6   1   0],text
[170 134 131  17  24   2   1   0],text
[37  8  3  3  9 11  6  2],non-text
[149  87  49  34  15   4   0   3],text
[234  55  44  32  18  15   1   0],text
[127 106  52  23  33   7   0   1],text
[194 126  85  34  17   6   1   0],text
[212 125 100  24  24   2   2   0],text
[309 234  46  12  18   7   1   0],text
[ 2 12 83 51 26  0  1  2],text
[184 129  53  28  26   6   3   0],text
[191 117  80  38  19   3   2   1],text
[74 53 29 22 24  3  4  2],text
[111  74  36  13  26   6   2   1],text
[166 146  84  54  17   1   1   0],text
[126 117  38  36  22   7   3   0],text
[189 111  71  27  21   4   1   1],text
[256 163  85  37  18   3   1   0],text
[176 169  46  40  24   4   2   0],text
[114  84  56  35  22   4   3   1],text
[218 105  49  46  15   6   4   0],text
[117 101  31  10  27   6   2   1],text
[110  79  50  26  19   8   2   1],text
[202  93  63  16  26   7   1   1],text
[163  68  39  28  25   4   1   3],text
[ 6 89 93 60 13  1  0  2],text
[157 122  42  39  19   3   7   0],text
[123  97  67  38  23   6   3   0],text
[133  66  49  19  25   7   2   2],text
[167  74  63  14  27   5   1   2],text
[239 184  69  53   8   3   3   0],text
[152 100  65  26  27   4   3   0],text
[150 109  50  14  20  11   2   1],text
[95 63 24 18 31  6  3  1],text
[278  98  59  40  15  13   0   0],text
[147  92  50  26  26   8   1   1],text
[138  56  48  26  26   7   4   0],text
[217 114  54  44  18   6   3   0],text
[101  34  23  17  31  10   5   0],non-text
[98 73 36 23 25  3  1  3],text
[194 116  72  24  19   3   4   0],text
[125 171  64  26  33   3   1   0],text
[141 105  60  29  31   3   1   1],text
[280 131  75  42   8  13   0   0],text
[62 27 18  6 36  2  1  1],non-text
[151 130  83  50  11   2   1   1],text
[289 164  73  28  29   2   0   0],text
[205 121  86  29  21   3   2   0],text
[121 105  36  16  20   7   2   2],text
[143 114  62  25  26   4   3   0],text
[223 145  87  15  22   9   0   0],text
[83 58 21 14 28  8  5  0],text
[165 102  44  33  26   6   3   0],text
[187 121  51  44  17   9   2   0],text
[213  65  59  45  15  10   2   0],text
[156 110  40  29  22   9   3   0],text
[248 130  40  38  23   5   1   0],text
[166  92  47  33  27   4   1   1],text
[168  94  73  30  19   4   2   1],text
[176 107  39  34  19   6   6   0],text
[131  75  55  22  22  10   1   1],text
[189 143  51  34  21   7   2   0],text
[138  89  58  47  27   1   0   1],text
[213 136  86  16  25   3   1   1],text
[196 116  74  25  24   3   1   2],text
[103  64  40  21  39   6   1   1],text
[219 118  96  36  10   1   5   0],text
[93 22 17 19 23  8  6  1],non-text
[124  63  37  26  25   6   3   1],non-text
[166 102  46  39  16   9   3   0],text
[127  76  52  17  27   2   4   2],text
[141 120  55  37  17   7   1   1],text
[109  59  22  28  29   6   1   1],text
[131  38  21  23  23  10   5   0],non-text
[150 106  71  48  22   3   1   0],text
[89 23 14 31 36  6  4  0],non-text
[134  73  45  29  26   7   2   1],text
[28 97 87 74 20  0  0  1],text
[116  69  46  17  28   9   1   1],text
[120  92  44  26  28  10   0   1],text
[121  69  52  29  29   9   2   0],text
[97 48 25 17 23 10  4  1],text
[227 122  56  29  27   5   1   0],text
[137 146  69  15  29   3   1   1],text
[125  85  44  18  24   8   2   1],text
[58 29  4  9 16 11  5  3],non-text
[80 38 29 22 22  5  3  2],non-text
[32  7  4  2 12 10  7  3],non-text
[140 101  60  21  30   2   1   2],text
[207 169  93  31  12   8   1   0],text
[133  79  50  35  27   6   3   0],text
[183 104  73  26  27   4   2   0],text
[168  95  46  33  25   7   3   0],text
[182 134  68  37  15   3   4   0],text
[101  21  12  26  23  16   4   0],non-text
[201 147  72  37  12   7   2   0],text
[19 26 83 67 35  1  0  0],text
[164  90  54  24  25   5   1   2],text
[108  84  57  34  23   5   0   2],text
[119 145  48  37  34   4   0   0],text
[199 142  48  42   9   6   4   0],text
[102  83  29  21  26   9   2   1],text
[88 39 15 24 21 11  2  1],non-text
[308 176  83  35   9  10   0   0],text
[186 127  66  34  28   5   1   0],text
[  9  10 118  63  17   1   0   1],text
[7 1 1 1 5 0 0 4],non-text
[17  7  7 37 43  0  0  2],non-text
[100  56  32   7  17   7   3   3],text
[150  77  79  30  26   3   1   1],text
[297 164  88  37  10   9   0   0],text
[343 151  83  35  16   5   0   0],text
[236 123 106  32  16   2   2   0],text
[391 136  65  23   6  16   0   0],text
[10 94 92 67 18  1  0  1],text
[146  75  43  22  23   5   3   2],text
[68 27 15 14 18  9  4  2],non-text
[168 143  79  35  11   2   5   0],text
[148 103  91  38  16   4   3   0],text
[ 19 104  49  73  21   0   0   2],text
[313  90  79  48  12   9   0   0],text
[76 36 26 14 23 11  4  1],non-text
[ 8 62 87 64 22  1  0  1],text
[168  99  48  21  28   7   2   0],text
[151 108  38  40  15   2   7   0],text
[321 143  82  38  12   9   0   0],text
[237  62  62  36  18  12   2   0],text
[217 158  80  37  26   2   1   0],text
[157  93  60  40  17   5   2   1],text
[62 24 13 10 15  5  7  3],non-text
[192 126 121  34  15   4   1   0],text
[110  68  57  34  36   5   0   1],text
[138  80  54  25  19   7   1   1],text
[158 101  56  30  21   6   3   0],text
[125  86  51  26  33   4   0   1],text
[67 45 12 14 24  7  3  3],text
[186 149  60  42  34   1   0   0],text
[304 152  80  36   8  10   1   0],text
[119  91  41  16  30   8   1   1],text
[89 15 16 19 23  6  4  2],non-text
[167 118  79  23  25   4   3   0],text
[130  97  50  30  31   9   0   0],text
[124 108  46  18  25   5   4   1],text
[343 184  42  49  12   8   0   0],text
[ 45 167 106  50  18   1   2   0],text
[56 26  7  6 28  3  3  2],non-text
[157 113  62  25  23   4   2   1],text
[86 24 18 22 28  4  2  3],non-text
[370 133  66  31   3  16   0   0],text
[182 116  57  38  22   2   4   0],text
[185 109  70  39  21   1   4   0],text
[248  76  60  33  14  12   2   0],text
[167 150  60  41  32   1   0   0],text
[ 94 106  58  17  25   6   1   2],text
[205  87  58  37  14  16   0   0],text
[198 117  60  34  22   3   2   1],text
[145 116  68  23  23   4   3   1],text
[167 127  76  29  17   8   0   1],text
[67 37 30 19 13  7  2  4],non-text
[111  82  30  15  22   9   1   1],text
[65 50 24 17 29  7  4  1],non-text
[ 14 106 114  47  18   0   1   1],text
[175 168  64  29  13   7   2   0],text
[164 131  48  42  14   4   5   0],text
[216 136  68  39  25   3   1   0],text
[183  91  62  34  22   7   1   1],text
[136  79  51  24  27   4   3   1],text
[15  2 34  6 42  1  0  1],non-text
[230 154  85  49   9   4   3   0],text
[ 94 112  47  17  33   3   2   1],text
[200 113  81  29  16   6   1   1],text
[75 33 20 14 24  7  2  2],text
[125  74  38  28  27   5   3   1],text
[264  82  63  30  21  13   0   0],text
[158 107  63  43  18   6   2   0],text
[109  64  56  34  22   6   3   1],text
[127 130  65  25  24   6   2   0],text
[201  61  48  30  17   9   5   0],text
[248 141  92  38  12   6   1   0],text
[63 81 46 38 29  6  2  0],text
[60 42 13  8 36  3  1  1],non-text
[86 69 28 19 27  5  4  1],text
[122 124  47  28  31   8   1   0],text
[366 186  73  18  20   6   0   0],text
[273 161  75  26  21   4   1   0],text
[131  42  35  25  20   5   6   1],non-text
[250 130  78  36  16   1   3   1],text
[172 190  96  27  21   3   0   0],text
[265 201  96  26  21   4   0   0],text
[181 129  55  28  24   4   1   1],text
[156 107  72  47  19   7   0   0],text
[60 14 34 11 47  1  1  1],non-text
[114  90  37  22  15   9   3   1],text
[175  46  45  28  42   1   2   0],non-text
[152  90  63  35  16   8   0   1],text
[92 91 65 40 26  5  1  1],text
[99 30 16 14 18 13  6  1],non-text
[132 103  54  26  36   7   1   0],text
[206 154  68  39  13   3   4   0],text
[136  53  32  14  28   6   6   0],text
[62  6 14 13 27  7  2  2],non-text
[89 36 28 22 22  8  1  3],non-text
[157  66  40  31  17   9   4   1],text
[179 123  83  30  18   5   1   2],text
[129  71  34  21  26   6   1   3],text
[112  52  29   7  27  12   4   0],text
[159 141  69  47  10   2   5   0],text
[152  85  47  27  25   6   2   1],text
[143  99  57  33  23   4   4   0],text
[156 167  53  36  16   3   4   0],text
[188 111  87  24  11   5   5   0],text
[135  63  49  17  18  12   1   2],text
[115  76  56  24  26   4   2   2],text
[  7 107 136  62  11   0   1   1],text
[132  89  54  21  28   9   2   0],text
[158  69  36  23  27   7   1   2],text
[26 25 32 35 60  0  0  1],non-text
[296 102  81  33  18   8   1   0],text
[ 22 126 115  32  21   1   1   1],text
[158  27  35  36  23  10   2   0],non-text
[45 20  4  8  9  7  7  3],non-text
[160 116  53  47  18   5   4   0],text
[ 54 122 119  67   9   0   2   0],text
[127  84  75  42  31   5   1   0],text
[134 115  38  29  30   5   2   0],text
[22  0  1  1  4  3  7  7],non-text
[32 31  4  4 60  1  0  0],non-text
[189 188  54  24  29   4   0   0],text
[104  98  44  28  20   6   4   1],text
[55  7 14  7 24  8  6  2],non-text
[136  86  38  19  30   6   0   2],text
[179  79  70  34  20   9   1   0],text
[223 158  57  36  14   7   4   0],text
[148  93  48  43  27   5   3   0],text
[100  57  34  31  14   6   3   2],text
[150 111  56  27  31   3   2   0],text
[138  70  83  32  19   6   2   1],text
[73 48 18 13 24 12  4  1],text
[151  76  51  17  22  11   3   0],text
[121 102  59  32  17   4   0   2],text
[171 101  58  35  18   5   5   0],text
[113 119  53  23  21   3   4   1],text
[51  8 20 33 58  0  0  1],non-text
[121  80  49  19  30   5   2   1],text
[234 147  56  45  15  10   0   0],text
[169  97  42  40  18   7   5   0],text
[133 104  68  33  25   6   0   0],text
[242 117  38  22  29   8   0   0],text
[228 157  83  43  12   4   2   0],text
[159  74  60  34  23   9   0   0],text
[91 87 64 21 24  4  3  1],text
[151  98  39  23  28   8   1   1],text
[204 132  44  45  19   2   2   1],text
[197 141  51  43  19   4   2   0],text
[210  85  70  36  22   4   3   0],text
[137  63  37  26  31   3   5   1],text
[116  97  55  27  23   7   2   0],text
[137  64  43  19  26   8   0   2],text
[83 71 45 31 27  9  0  1],text
[93 30  8 19 36  7  4  0],non-text
[178  79  56  39  14   8   2   1],text
[139  83  44  30  24   5   3   1],text
[150 121  62  30  28   5   1   0],text
[322 135  51  40  29   2   0   0],text
[192 135  52  34  24  10   0   0],text
[170 116  82  26  20   7   2   0],text
[111 111  50  36  17   9   2   1],text
[225 182  72  49  10   5   1   0],text
[47 18 11  6 18  7  5  3],text
[197 123  77  30  19   4   3   0],text
[74 21 18 20 19  7  6  2],non-text
[132 119  42  23  29   6   1   1],text
[ 21  97 130  51  18   1   1   0],text
[153 121  63  44  19   7   2   0],text
[120  57  37  20  24   7   5   1],text
[127 126  54  35  21   6   1   1],text
[134  85  79  40  18   1   2   2],text
[173  79  45  41  15   4   6   0],text
[118 106  41  36  25   3   4   0],text
[73 38 18  9 12 10  8  1],non-text
[19 47 57 42 50  0  0  0],text
[20 95 80 66 15  1  0  2],text
[148  86  50  24  18  10   3   0],text
[ 2 44 75 59 36  1  0  0],text
[145  74  48  31  20  10   0   1],text
[10 47 77 68 24  1  2  0],text
[233 124  48  27  41   2   0   0],text
[148 112  44  40  18   6   5   0],text
[185  98  56  31  28   8   1   0],text
[142 110  44  47  17   9   1   0],text
[177 138  47  43  14   7   3   0],text
[241  79  61  43  12  10   3   0],text
[190  95  51  34  20   4   2   1],text
[136  99  44  18  25   3   3   1],text
[211 144  43  31  19   5   1   1],text
[149  81  81  31  21   5   3   0],text
[283 168  76  28  19   4   1   0],text
[153 123  51  38  16   5   5   0],text
[151 112  48  46  19   4   3   0],text
[109  82  43  21  29   5   3   1],text
[190 128  58  45  15   4   3   0],text
[181  96  49  40  21   7   2   0],text
[ 26 158  95  48  18   1   0   1],text
[147  87  53  34  18   7   2   1],text
[169  82  63  32  18  10   2   0],text
[178 134  46  34  17   6   4   0],text
[167  80  46  38  20   7   0   1],text
[146  70  54  29  27   4   2   1],text
[95 50 25 13 25 11  1  1],text
[152 107  48  45  18   5   1   1],non-text
[193 113  49  37  24   5   3   0],text
[138  94  36  48  18  11   1   0],text
[331 194  63  35  17   6   0   0],text
[184  96  60  28  28   4   0   1],text
[169 118  63  31  19   7   2   0],text
[132 119  40  21  22   5   3   1],text
[128 164  74  25  22   3   3   0],text
[214 165  61  45  15   5   2   0],text
[205 106  72  18  22   8   1   1],text
[221 149  92  39   8   2   4   0],text
[185 120 107  34  16   2   3   0],text
[  8  36 124  79  16   2   0   0],text
[140  68  41  39  20  10   3   0],text
[ 4 16 85 23 39  0  2  1],text
[144  91  34  26  33   4   3   0],text
[160 110  56  34  21   8   2   0],text
[94 60 48 14 30  4  4  1],text
[150 213  61  32  19   5   1   0],text
[12  7  8 50 63  0  0  0],non-text
[257 132  61  43   7   8   3   0],text
[194 103  65  32  22   5   2   0],text
[128 102  45  35  14   8   2   1],text
[79 39 18  8 32  8  7  0],non-text
[81 55 21 38 29  3  5  0],text
[173 111  59  44  16   4   4   0],text
[119  64  34  41  29   4   4   0],text
[243  97  71  40  10  14   0   0],text
[130  68  47  24  24   6   4   0],text
[168 121  65  35  18   5   3   0],text
[ 11  68 102  94   6   1   0   1],text
[124  44  36  41  31   7   1   1],non-text
[185 138  59  37  25   6   1   0],text
[224 105  63  32  22  10   1   0],text
[  5  16 106  60  25   0   0   1],text
[154  83  68  42  25   5   0   1],text
[140 128  51  37  18  10   1   0],text
[144 100  87  24  24   5   3   0],text
[110  61  28  17  26   7   1   3],text
[94 54 38 16 27  4  3  1],text
[127  94  76  19  19   6   3   1],text
[287 122  66  40  12  11   1   0],text
[206  81  57  41  14   9   0   1],text
[117  89  51  33  16   7   4   1],text
[153 145  58  39  15   5   4   0],text
[149  24  60  40  26   2   3   1],non-text
[221 171  69  32  16   9   1   0],text
[152 184  36  33  11   5   6   0],text
[119  63  28  11  28   7   4   1],text
[ 15 139  94  58  17   0   2   0],text
[28 12  5  3 15  3  1  4],non-text
[212 168  81  41  11   5   3   0],text
[116  86  57  27  30   5   1   1],text
[159 118  61  40  10   6   4   1],text
[192 191  73  47  11   7   0   0],text
[131  81  34  35  23   3   6   0],non-text
[173 125  49  29  29   7   1   0],text
[152 107  40  32  28   7   3   0],text
[200 177  83  27  23   3   2   0],text
[84 69 49 21 37  5  2  0],text
[101  41  36  12  16   5   3   3],text
[166  98  40  38  16   6   1   2],text
[128  73  41  31  27   4   5   0],text
[ 88 113  62  17  24   5   0   2],text
[174 102  79  27  21   5   3   0],text
[182 118  71  29  24   5   2   0],text
[45 12 13  7 16  3  2  5],non-text
[305 182  67  32  11  10   0   0],text
[143 107  46  35  22   3   4   1],text
[148 101  78  25  19   7   3   0],text
[102  86  54  30  33   5   0   1],text
[159 117  62  26  27   4   1   1],text
[140 111  50  30  20   2   6   0],text
[193  77  56  26  27   1   4   1],text
[206 184  47  31  33   1   1   0],text
[ 55 189  64  26  30   1   2   0],text
[100  36  31  76  22   2   0   2],text
[ 35 122 132  68  11   0   1   0],text
[93 65 22  9 28 11  2  1],text
[178  84  62  27  26   5   3   0],text
[40 25 10  4 21  5  8  2],non-text
[134  88  60  30  14   2   3   2],text
[11 61 35 65 25  1  0  1],text
[144  88  52  34  30   2   2   1],text
[166 116  75  40  21   3   2   0],text
[181  95  56  37  26   5   1   0],text
[164 104  58  31  22   7   3   0],text
[ 4 43 90 72 25  0  0  1],text
[145 125  61  30  26   5   0   1],text
[141  93  75  25  30   6   0   1],text
[224 173  63  30  15  10   0   0],text
[12 28  7  3 43  1  0  1],non-text
[52 22 15  6 28  2 11  1],non-text
[163 126  56  43  18   3   0   2],text
[134 109  48  25  22   5   3   1],text
[191 138  86  29  16   8   1   0],text
[138 136  60  35  21   8   1   0],text
[114  58  36  35  29  11   0   0],text
[351 240  95  33   7   5   0   0],text
[221 154  72  34  16   5   3   0],text
[179  89  53  21  30   5   1   1],text
[283  86  65  37   5  17   0   0],text
[10 34 76 55 43  1  0  0],text
[117 107  51  29  28   5   1   1],text
[126  68  28  12  34   3   2   2],text
[180 155  53  40  13   7   3   0],text
[119  43  11  18  15  12   2   1],text
[146  66  49  30  24   5   5   0],text
[209 148  68  31  22   7   0   0],text
[306 136 101  26   8  12   0   0],text
[139 136  53  19  32   7   1   0],text
[130  62  25  21  16   9   2   2],text
[64 36 11 15 12 11  3  3],non-text
[12 59 95 83 21  0  1  0],text
[154 114  55  39  23   6   2   0],text
[140  86  58  35  25   3   4   0],text
[161  70  65  17  14   9   4   1],text
[220 146  97  27  17   5   1   0],text
[149 166  40  26  17   7   5   0],text
[301 101  49  46  15  11   0   0],text
[322 110  57  22  34   3   1   0],text
[167  79  67  34  26   3   3   0],text
[21 86 69 71 27  1  0  0],text
[182  77  50  32  19   8   5   0],text
[261 132  70  42  14   6   2   0],text
[208 177  60  34  25   7   0   0],text
[144 117  36  37  13   8   4   0],text
[156 106  66  42  25   5   0   0],text
[141  50  35  28  19   8   4   0],text
[165  80  41  24  32   7   2   0],text
[129  71  29  27  26   4   2   1],text
[193 209  77  31  11   6   2   0],text
[269 185  57  42  10   9   1   0],text
[164 106  77  33  22   4   2   0],text
